iter	RMSE
578	0.03944278585
579	0.03944009313
580	0.03943878401
581	0.03943779042
582	0.03943675302
583	0.0394362803
584	0.03943538237
585	0.03943451855
586	0.03943354525
587	0.0394327621
588	0.03943186347
589	0.03943010641
590	0.03942905739
591	0.03942854967
592	0.03942594054
593	0.0394235711
594	0.03942282971
595	0.03942186922
596	0.03942109727
597	0.03941988114
598	0.03941862984
599	0.03941800059
600	0.03941709952
601	0.03941670815
602	0.03941473402
603	0.03941361557
604	0.0394120829
605	0.03941056081
606	0.03940843787
607	0.03940762542
608	0.03940620478
609	0.0394051718
610	0.03940201035
611	0.03939786383
612	0.03939473525
613	0.0393929654
614	0.03939206994
615	0.03939086922
616	0.0393900297
617	0.03938536352
618	0.03938449872
619	0.03938340431
620	0.03938258604
621	0.0393817958
622	0.03938079007
623	0.03937934767
624	0.03937749562
625	0.03937683865
626	0.0393743064
627	0.03937268958
628	0.0393718274
629	0.03937116556
630	0.03936977054
631	0.03936874182
632	0.0393583212
633	0.03935625628
634	0.03935470964
635	0.039353693
636	0.03935287989
637	0.03935059214
638	0.03934961942
639	0.03934886332
640	0.0393480796
641	0.03934755163
642	0.0393462326
643	0.03934203582
644	0.03934086739
645	0.03934006328
646	0.0393392497
647	0.03933836675
648	0.0393371498
649	0.03933578943
650	0.03933517605
651	0.03933434346
652	0.03933140563
653	0.03933043383
654	0.03932947807
655	0.03932897105
656	0.03932729181
657	0.03932644172
658	0.03932559646
659	0.03932476281
660	0.03932289074
661	0.03932158829
662	0.03931886267
663	0.0393177628
664	0.0393149103
665	0.03931011625
666	0.03930920496
667	0.03930848303
668	0.03930705453
669	0.03930600331
670	0.03930552625
671	0.03930476242
672	0.03930376808
673	0.03930285851
674	0.03930187256
675	0.03930099555
676	0.03930002383
677	0.03929875227
678	0.03929800809
679	0.03929719649
680	0.03929564093
681	0.03929475762
682	0.03929413286
683	0.03929347802
684	0.03929257425
685	0.03929200316
686	0.03929131524
687	0.03929027843
688	0.03928917221
689	0.03928702214
690	0.03928583852
691	0.0392837684
692	0.03928192667
693	0.0392813647
694	0.03927907563
695	0.0392782501
696	0.03927730773
697	0.03927636299
698	0.03927574216
699	0.03927509623
700	0.03927453956
701	0.03927372395
702	0.03927302404
703	0.03927229321
704	0.03927098826
705	0.03927018962
706	0.03926949029
707	0.0392663335
708	0.03926545841
709	0.03925582643
710	0.03925524696
711	0.0392543505
712	0.03925320204
713	0.03925244629
714	0.03925177591
715	0.03925109153
716	0.03924949739
717	0.03924749693
718	0.03924637808
719	0.039236466
720	0.03923553717
721	0.03923478353
722	0.03923398234
723	0.03923312493
724	0.0392317983
725	0.03922920425
726	0.03922861165
727	0.03922776007
728	0.03922685873
729	0.03922591773
730	0.03922508932
731	0.03922052032
732	0.03921966817
733	0.03921843484
734	0.0392167226
735	0.03921610796
736	0.03921525052
737	0.03921430718
738	0.03921361088
739	0.03921214205
740	0.03920560387
741	0.03920481971
742	0.03920353373
743	0.03920273312
744	0.03920142521
745	0.0392008549
746	0.03919923791
747	0.03919643909
748	0.03919516903
749	0.0391945626
750	0.03919374268
751	0.03919275863
752	0.03919004276
753	0.0391891931
754	0.03918833044
755	0.03918667414
756	0.03918594158
757	0.03918514085
758	0.03918431998
759	0.03918274714
760	0.03918163703
761	0.03917967952
