iter	RMSE
0	0.04280305353
1	0.04263570736
2	0.0424848372
3	0.04237786323
4	0.04228281976
5	0.04219330976
6	0.04215380509
7	0.04212209654
8	0.04205361886
9	0.04202103267
10	0.04199487096
11	0.04197529248
12	0.04195419359
13	0.04190139452
14	0.04187477988
15	0.04185938336
16	0.04184356891
17	0.04182643291
18	0.04180954915
19	0.04179390471
20	0.04177474679
21	0.0417566475
22	0.04174220987
23	0.04169788563
24	0.04168332514
25	0.04167226316
26	0.04165684631
27	0.04164798529
28	0.04163407618
29	0.04157112833
30	0.04155644703
31	0.04154353619
32	0.04153332778
33	0.04152167212
34	0.04151179746
35	0.0415035899
36	0.04149244985
37	0.04146103349
38	0.04145308395
39	0.04144522472
40	0.04143252903
41	0.04142233507
42	0.0414129558
43	0.04140383065
44	0.04139461129
45	0.0413656625
46	0.04135589596
47	0.04134716369
48	0.04133873331
49	0.04133266738
50	0.04132151581
51	0.04127922973
52	0.04127283457
53	0.04126448682
54	0.04123146477
55	0.04121419264
56	0.04120730055
57	0.04119985392
58	0.04119016317
59	0.04118527849
60	0.04117873693
61	0.04117009685
62	0.04116452893
63	0.04115735597
64	0.04115125403
65	0.04114741284
66	0.04113315542
67	0.0411264261
68	0.04111795235
69	0.04108285821
70	0.0410770406
71	0.04107073732
72	0.04106668198
73	0.04106249024
74	0.04105692863
75	0.04105291309
76	0.04102066846
77	0.04101520728
78	0.04101042509
79	0.04100365044
80	0.04099818668
81	0.0409953925
82	0.0409925196
83	0.04098780501
84	0.04098306658
85	0.04096060077
86	0.04095800788
87	0.04095346061
88	0.04094881198
89	0.04093104049
90	0.04092126701
91	0.04091687387
92	0.04091435244
93	0.04090983299
94	0.04090616867
95	0.04090157121
96	0.04089531904
97	0.0408799852
98	0.04087510848
99	0.0408718406
100	0.04085457439
101	0.04085078278
102	0.04083271069
103	0.04081789272
104	0.04081332423
105	0.04080093557
106	0.04079817352
107	0.04079458615
108	0.04078395427
109	0.0407693553
110	0.04076413344
111	0.04074988203
112	0.04074559846
113	0.04074290915
114	0.04072667896
115	0.04072119462
116	0.04071703483
117	0.0407086433
118	0.04070454484
119	0.04070139825
120	0.04069793137
121	0.04069560399
122	0.04068278515
123	0.04067425285
124	0.04065662129
125	0.04064760098
126	0.04064200889
127	0.04063804041
128	0.04063429172
129	0.04063122938
130	0.04061781544
131	0.04061221611
132	0.04060748465
133	0.04060296664
134	0.04060075721
135	0.04059579092
136	0.04059118614
137	0.04058713624
138	0.04058384245
139	0.0405777098
140	0.04057362043
141	0.04057147344
142	0.04056524748
143	0.04056284118
144	0.04055385994
145	0.04055006913
146	0.04054669123
147	0.04053247695
148	0.04052670183
149	0.04052374067
150	0.04051686724
151	0.04050670726
152	0.04050400458
153	0.04050069673
154	0.04049696048
155	0.04048606035
156	0.04047270049
157	0.04046956196
158	0.04046516562
159	0.04046004149
160	0.04045763327
161	0.04044319655
162	0.04043893067
163	0.04043653585
164	0.04041979944
165	0.04040327014
166	0.04039940714
167	0.04039035524
168	0.04038717933
169	0.04038341882
170	0.04038053806
171	0.04037720825
172	0.04037519492
173	0.0403723262
174	0.04036889996
175	0.04035647499
176	0.04035323943
177	0.04034491504
178	0.0403408261
179	0.04033837014
180	0.04033629657
181	0.04033360547
182	0.04033009789
183	0.04032777826
184	0.04032534243
185	0.04032348267
186	0.04032020524
187	0.04031649573
188	0.04031139453
189	0.04030548704
190	0.04030292033
191	0.04030057483
192	0.04029272065
193	0.04028970772
194	0.04028733444
195	0.04028578175
196	0.04028265173
197	0.04027884762
198	0.04027651427
199	0.04027383185
200	0.04026955681
201	0.04026657427
202	0.04026476791
203	0.04026320993
204	0.04025843665
205	0.04025634076
206	0.04025375391
207	0.04025108395
208	0.04024776327
209	0.04023009253
210	0.04022745667
211	0.04022534925
212	0.04022122443
213	0.04021726244
214	0.04021535543
215	0.0402138237
216	0.04021150117
217	0.04020931063
218	0.04020594303
219	0.04020386335
220	0.0402013765
221	0.04018959336
222	0.04018685218
223	0.04018329618
224	0.0401811023
225	0.04017859085
226	0.04017703434
227	0.04017439198
228	0.0401724236
229	0.0401633604
230	0.04016176665
231	0.04015735023
232	0.04015566624
233	0.04015340284
234	0.04014948489
235	0.0401416169
236	0.04013929064
237	0.04013601881
238	0.04013392567
239	0.04013226903
240	0.0401300307
241	0.04012812034
242	0.04011715014
243	0.04011483813
244	0.04011202188
245	0.04011037185
246	0.04010809587
247	0.04010433062
248	0.0401006111
249	0.04009946331
250	0.0400975955
251	0.04009258825
252	0.04009036451
253	0.04008861139
254	0.04008670201
255	0.0400834286
256	0.04008158528
257	0.0400796363
258	0.04007740113
259	0.04006729767
260	0.04006559407
261	0.04005306444
262	0.04005090811
263	0.04004731842
264	0.04004545883
265	0.04004213284
266	0.0400400977
267	0.04003842765
268	0.04003541109
269	0.04003361939
270	0.04003071785
271	0.04002858351
272	0.04002750188
273	0.04002468621
274	0.0400215635
275	0.04002000292
276	0.0400181431
277	0.04001649162
278	0.04001420678
279	0.04001250317
280	0.04000891625
281	0.04000741157
282	0.0400055316
283	0.04000359528
284	0.04000230498
285	0.04000085544
286	0.03999968015
287	0.03999837191
288	0.03999656137
289	0.03999522078
290	0.0399932008
291	0.03999116342
292	0.03998879902
293	0.03998685908
294	0.03998470421
295	0.03998292304
296	0.03997479035
297	0.03997186823
298	0.03997005888
299	0.03996881821
300	0.03996682044
301	0.03996553893
302	0.03996427911
303	0.03996245568
304	0.03996106193
305	0.03995961081
306	0.03995855764
307	0.0399529705
308	0.03995028683
309	0.03994231151
310	0.03994040965
311	0.0399392702
312	0.03993429964
313	0.03993153829
314	0.03992956829
315	0.03992796357
316	0.03992692687
317	0.03992554587
318	0.03992466882
319	0.03991962228
320	0.03991725456
321	0.03991442608
322	0.03991265028
323	0.03991089219
324	0.03990536323
325	0.03990296521
326	0.03989944497
327	0.03989792114
328	0.03989641005
329	0.03989536071
330	0.03989282251
331	0.03989068165
332	0.03988738608
333	0.03988628935
334	0.03988430369
335	0.03988255603
336	0.03987804114
337	0.03987648082
338	0.03987514184
339	0.03987351425
340	0.03987257175
341	0.03987079103
342	0.03986939188
343	0.03986752533
344	0.03986652816
345	0.03986426216
346	0.0398606858
347	0.03985571891
348	0.03985503953
349	0.03985420338
350	0.03985337468
351	0.03985165592
352	0.03985045922
353	0.03984537817
354	0.03984233889
355	0.0398407802
356	0.03983914021
357	0.03983755351
358	0.03983585891
359	0.03983488975
360	0.03983356414
361	0.03983202818
362	0.03982979909
363	0.03982687599
364	0.03982496599
365	0.03982238419
366	0.03982090725
367	0.03981998755
368	0.03981296327
369	0.0398108253
370	0.03980932102
371	0.03980806474
372	0.03980587411
373	0.03980417908
374	0.03980235039
375	0.0398015037
376	0.03980038152
377	0.03979857293
378	0.0397972998
379	0.03979588738
380	0.03979493894
381	0.03979386377
382	0.03979247311
383	0.03979092284
384	0.03979003129
385	0.03978884302
386	0.03978680517
387	0.03978543531
388	0.03978439666
389	0.0397829378
390	0.03978175522
391	0.03977807639
392	0.03977655104
393	0.03977509401
394	0.0397732657
395	0.03977276549
396	0.03976931967
397	0.03976820716
398	0.03976736974
399	0.03976638048
400	0.03976441584
401	0.03976319107
402	0.03975903974
403	0.03975708649
404	0.03975638327
405	0.03975440285
406	0.03974851596
407	0.03974621679
408	0.03974508426
409	0.03974363782
410	0.03974226159
411	0.03974122336
412	0.03973845053
413	0.03973698278
414	0.03973448202
415	0.03973326286
416	0.03973171619
417	0.03973082986
418	0.03972941816
419	0.03972537878
420	0.03972436454
421	0.03972293455
422	0.03972177651
423	0.03972068285
424	0.03971940443
425	0.03971772262
426	0.03971667378
427	0.03971403085
428	0.0397128231
429	0.03970749978
430	0.03970282627
431	0.03970070244
432	0.03969945194
433	0.03969736463
434	0.03969580055
435	0.03969468596
436	0.03969344575
437	0.03969216511
438	0.03969097697
439	0.0396900295
440	0.03968853852
441	0.03968764624
442	0.03968678679
443	0.03968549906
444	0.03968392429
445	0.03968237751
446	0.0396804434
447	0.03967574208
448	0.03967173601
449	0.03967040492
450	0.03966894978
451	0.03966807897
452	0.03966705864
453	0.03966279476
454	0.03965839554
455	0.03965541318
456	0.0396542989
457	0.03965342295
458	0.03965218715
459	0.03965076605
460	0.03964962163
461	0.03964828623
462	0.03964719072
463	0.03964644247
464	0.03964545065
465	0.03963841412
466	0.03963755988
467	0.03963570738
468	0.03963449849
469	0.03963311285
470	0.03963187013
471	0.03963043865
472	0.03962917384
473	0.03962537568
474	0.03962180213
475	0.03962104084
476	0.03961951712
477	0.03961738511
478	0.03961613954
479	0.03961472641
480	0.03961386846
481	0.03961107095
482	0.03960984658
483	0.03960890061
484	0.039608103
485	0.03960730053
486	0.03960630249
487	0.0396035493
488	0.03960093156
489	0.03959927965
490	0.03959796197
491	0.0395917966
492	0.03959019603
493	0.03958819722
494	0.03958657228
495	0.03958552409
496	0.03958455521
497	0.03958355382
498	0.03958124036
499	0.03958039104
500	0.0395790208
501	0.03957745464
502	0.03957261395
503	0.03957134336
504	0.03956993179
505	0.03956874991
506	0.03956713207
507	0.03956421659
508	0.03956274752
509	0.03955881382
510	0.03955744925
511	0.03955375049
512	0.03955241117
513	0.03955102389
514	0.03955005095
515	0.03954893131
516	0.03954805707
517	0.03954678393
518	0.03954577569
519	0.03954471069
520	0.03954402828
521	0.03954206993
522	0.03954126108
523	0.03953992131
524	0.03953328024
525	0.03953173343
526	0.03953009858
527	0.03952858342
528	0.03952594254
529	0.03952486169
530	0.0395234726
531	0.0395226158
532	0.03952150938
533	0.03951949388
534	0.03951843593
535	0.03951668156
536	0.03951551473
537	0.0395143081
538	0.03951370557
539	0.03950835845
540	0.03950715214
541	0.0395060527
542	0.03950398155
543	0.03950223932
544	0.03950085345
545	0.03949997502
546	0.03949867749
547	0.03949786936
548	0.03949454209
549	0.03949213282
550	0.03949012682
551	0.03948850453
552	0.03947948926
553	0.03947812507
554	0.03947709124
555	0.03947539644
556	0.03947403002
557	0.03947303726
558	0.03947218253
559	0.03947001223
560	0.03946909185
561	0.03946835668
562	0.03946749286
563	0.03946638292
564	0.03946578286
565	0.03946476067
566	0.03945759436
567	0.03945659096
568	0.03945456618
569	0.03945327794
570	0.03945267833
571	0.03945164649
572	0.0394503977
573	0.0394492935
574	0.03944821881
575	0.03944692681
576	0.03944597518
577	0.03944410154
